Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,OriginSnow,OriginPrcp,DestSnow,DestPrcp,Holiday
2008,1,1,2,1050,1015,1230,1130,YV,7159,N77331,100,75,52,60,35,CLE,IAD,288,11,37,0,,0,60,0,0,0,0,135.0,94.0,0.0,0.0,3
2008,1,1,2,1426,1425,1604,1554,YV,7163,N27173,98,89,55,10,1,CLE,IAD,288,9,34,0,,0,NA,NA,NA,NA,NA,135.0,94.0,0.0,0.0,3
2008,1,1,2,930,935,NA,1147,YV,2624,N921FJ,NA,132,NA,NA,-5,CLT,ALB,646,NA,15,0,,1,NA,NA,NA,NA,NA,0.0,0.0,56.0,41.0,3
2008,1,1,2,1420,1420,1540,1541,YV,2645,N928LR,80,81,51,-1,0,CLT,ATL,227,11,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1800,1805,1915,1931,YV,2651,N932LR,75,86,47,-16,-5,CLT,ATL,227,10,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,920,920,1040,1045,YV,2659,N904FJ,80,85,50,-5,0,CLT,ATL,227,12,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2220,2220,2340,2346,YV,2681,N956LR,80,86,44,-6,0,CLT,ATL,227,8,28,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1600,1605,1710,1726,YV,2697,N929LR,70,81,47,-16,-5,CLT,ATL,227,10,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1150,1150,1225,1219,YV,2627,N930LR,95,89,65,6,0,CLT,BHM,351,3,27,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,950,955,1015,1029,YV,2637,N933LR,85,94,65,-14,-5,CLT,BHM,351,6,14,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1600,1600,1630,1619,YV,2675,N905FJ,90,79,68,11,0,CLT,BHM,351,7,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,943,950,1001,1029,YV,2609,N932LR,78,99,64,-28,-7,CLT,BNA,329,4,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1315,1325,1345,1357,YV,2617,N907FJ,90,92,66,-12,-10,CLT,BNA,329,5,19,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1626,1614,1707,1645,YV,2661,N914FJ,101,91,68,22,12,CLT,BNA,329,7,26,0,,0,22,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,945,945,1105,1121,YV,2678,N928LR,80,96,49,-16,0,CLT,BWI,361,11,20,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1840,1840,1945,1938,YV,2619,N904FJ,65,58,36,7,0,CLT,CHS,168,7,22,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1948,1949,2142,2121,YV,2670,N933LR,114,92,63,21,-1,CLT,CLE,430,33,18,0,,0,0,0,21,0,0,0.0,0.0,135.0,94.0,3
2008,1,1,2,757,805,927,947,YV,2686,N905FJ,90,102,65,-20,-8,CLT,CLE,430,7,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,135.0,94.0,3
2008,1,1,2,1440,1420,1632,1554,YV,2688,N934FJ,112,94,81,38,20,CLT,CLE,430,10,21,0,,0,38,0,0,0,0,0.0,0.0,135.0,94.0,3
2008,1,1,2,1600,1550,1710,1708,YV,2638,N930LR,70,78,57,2,10,CLT,CMH,346,3,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,25.0,15.0,3
2008,1,1,2,1630,1625,1842,1820,YV,2628,N910FJ,132,115,96,22,5,CLT,DTW,500,9,27,0,,0,22,0,0,0,0,0.0,0.0,137.0,84.0,3
2008,1,1,2,1845,1850,2050,2035,YV,2698,N917FJ,125,105,93,15,-5,CLT,DTW,500,10,22,0,,0,0,0,15,0,0,0.0,0.0,137.0,84.0,3
2008,1,1,2,735,735,905,924,YV,2632,N917FJ,90,109,70,-19,0,CLT,EWR,529,8,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,43.0,3
2008,1,1,2,2220,2210,2355,2,YV,2696,N939LR,95,112,67,-7,10,CLT,EWR,529,6,22,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,43.0,3
2008,1,1,2,1300,1300,1400,1349,YV,2656,N905FJ,60,49,26,11,0,CLT,GSO,83,4,30,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1950,1950,2040,2040,YV,2662,N905FJ,50,50,27,0,0,CLT,GSO,83,7,16,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1150,1150,1316,1316,YV,2620,N914FJ,86,86,44,0,0,CLT,IAD,321,7,35,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,NA,915,NA,1052,YV,7152,N507MJ,NA,97,NA,NA,NA,CLT,IAD,321,NA,NA,1,A,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1505,1429,1620,1600,YV,7174,N77331,75,91,48,20,36,CLT,IAD,321,9,18,0,,0,0,0,0,0,20,0.0,0.0,0.0,0.0,3
2008,1,1,2,600,600,709,721,YV,7178,N514MJ,69,81,51,-12,0,CLT,IAD,321,9,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,NA,1905,NA,2031,YV,7360,N37208,NA,86,NA,NA,NA,CLT,IAD,321,NA,NA,1,A,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1130,1100,1313,1231,YV,7439,N27318,103,91,47,42,30,CLT,IAD,321,8,48,0,,0,42,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,818,740,1005,931,YV,2601,N934FJ,167,171,146,34,38,CLT,IAH,913,7,14,0,,0,34,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,2220,2210,15,2359,YV,2611,N910FJ,175,169,141,16,10,CLT,IAH,913,8,26,0,,0,16,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1445,1435,1650,1623,YV,2667,N938LR,185,168,154,27,10,CLT,IAH,913,5,26,0,,0,27,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1749,1749,1845,1840,YV,2608,N939LR,56,51,30,5,0,CLT,ILM,185,7,19,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1005,940,1105,1049,YV,2612,N906FJ,60,69,31,16,25,CLT,ILM,185,5,24,0,,0,0,0,16,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,2000,2005,2050,2107,YV,2676,N929LR,50,62,37,-17,-5,CLT,ILM,185,7,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1745,1740,1920,1916,YV,2643,N906FJ,95,96,72,4,5,CLT,IND,428,11,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,18.0,3.0,3
2008,1,1,2,945,935,1135,1118,YV,2614,N939LR,110,103,79,17,10,CLT,JFK,541,17,14,0,,0,17,0,0,0,0,0.0,0.0,0.0,18.0,3
2008,1,1,2,1315,1325,1500,1516,YV,2622,N904FJ,105,111,70,-16,-10,CLT,JFK,541,10,25,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,18.0,3
2008,1,1,2,2015,2025,2205,2218,YV,2626,N914FJ,110,113,76,-13,-10,CLT,JFK,541,10,24,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,18.0,3
2008,1,1,2,1255,1255,1435,1426,YV,2615,N917FJ,160,151,137,9,0,CLT,MCI,809,10,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2220,2220,2340,2352,YV,2660,N932LR,80,92,59,-12,0,CLT,MDT,413,4,17,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1130,1130,1258,1307,YV,2692,N929LR,88,97,56,-9,0,CLT,MDT,413,12,20,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2140,1955,2246,2043,YV,2657,N921FJ,126,108,101,123,105,CLT,MEM,512,4,21,0,,0,123,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1305,1305,1405,1352,YV,2683,N906FJ,120,107,92,13,0,CLT,MEM,512,6,22,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,750,755,850,848,YV,2691,N956LR,120,113,93,2,-5,CLT,MEM,512,3,24,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,740,745,845,849,YV,2636,N907FJ,125,124,98,-4,-5,CLT,MSY,651,16,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2130,2130,2248,2226,YV,2641,N907FJ,138,116,113,22,0,CLT,MSY,651,8,17,0,,0,0,0,22,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1446,1440,1550,1538,YV,2685,N939LR,64,58,33,12,6,CLT,MYR,156,6,25,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1411,1225,1505,1339,YV,7153,N507MJ,114,134,93,86,106,CLT,ORD,599,6,15,0,,0,86,0,0,0,0,0.0,0.0,20.0,13.0,3
2008,1,1,2,1507,1425,1611,1539,YV,7281,N521LR,124,134,95,32,42,CLT,ORD,599,6,23,0,,0,0,0,32,0,0,0.0,0.0,20.0,13.0,3
2008,1,1,2,640,700,746,814,YV,7407,N515MJ,126,134,95,-28,-20,CLT,ORD,599,7,24,0,,0,NA,NA,NA,NA,NA,0.0,0.0,20.0,13.0,3
2008,1,1,2,815,740,920,853,YV,2640,N942LR,65,73,40,27,35,CLT,ORF,290,3,22,0,,0,27,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1300,1305,1402,1414,YV,2652,N956LR,62,69,39,-12,-5,CLT,ORF,290,8,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1733,1740,1832,1843,YV,2674,N907FJ,59,63,40,-11,-7,CLT,ORF,290,4,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1445,1450,1615,1621,YV,2672,N933LR,90,91,53,-6,-5,CLT,PIT,366,16,21,0,,0,NA,NA,NA,NA,NA,0.0,0.0,10.0,10.0,3
2008,1,1,2,1730,1520,1815,1559,YV,2625,N921FJ,105,99,84,136,130,CLT,PNS,488,5,16,0,,0,0,136,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,2215,2215,2310,2259,YV,2653,N938LR,115,104,91,11,0,CLT,PNS,488,5,19,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,950,955,1030,1049,YV,2671,N938LR,100,114,83,-19,-5,CLT,PNS,488,6,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2015,1845,2205,2058,YV,2606,N934FJ,110,133,85,67,90,CLT,PWM,812,4,21,0,,0,67,0,0,0,0,0.0,0.0,127.0,196.0,3
2008,1,1,2,1425,1430,1520,1527,YV,2630,N932LR,55,57,28,-7,-5,CLT,RDU,130,10,17,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1815,1820,1915,1929,YV,2618,N928LR,60,69,34,-14,-5,CLT,RIC,256,10,16,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2106,2020,2211,2131,YV,2690,N942LR,65,71,43,40,46,CLT,SAV,213,5,17,0,,0,0,0,0,0,40,0.0,0.0,0.0,0.0,3
2008,1,1,2,1647,1647,1800,1754,YV,2677,N956LR,133,127,96,6,0,CLT,STL,575,9,28,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1120,1125,1235,1227,YV,2689,N910FJ,135,122,98,8,-5,CLT,STL,575,10,27,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1750,1742,1931,1911,YV,2655,N930LR,101,89,69,20,8,CMH,CLT,346,3,29,0,,0,20,0,0,0,0,25.0,15.0,0.0,0.0,3
2008,1,1,2,658,700,829,854,YV,7088,N444YV,91,114,72,-25,-2,COD,DEN,392,8,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1910,1911,1951,2000,YV,7063,N444YV,41,49,26,-9,-1,COS,DEN,72,6,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1123,1130,1209,1222,YV,7087,N445YV,46,52,26,-13,-7,COS,DEN,72,8,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1053,1058,1135,1150,YV,7130,N434YV,42,52,25,-15,-5,COS,DEN,72,7,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1712,1712,1806,1755,YV,7150,N503MJ,54,43,22,11,0,COS,DEN,72,15,17,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1824,1826,2011,2016,YV,2725,N27191,107,110,88,-5,-2,COS,PHX,551,7,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,817,820,1020,1015,YV,2730,N903FJ,123,115,80,5,-3,COS,PHX,551,36,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1155,1201,1339,1355,YV,2853,N927LR,104,114,85,-16,-6,COS,PHX,551,9,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1427,1428,1528,1545,YV,7065,N445YV,61,77,43,-17,-1,CPR,DEN,230,7,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,NA,600,NA,728,YV,7106,N456YV,NA,88,NA,NA,NA,CPR,DEN,230,NA,NA,1,A,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1013,1018,1115,1135,YV,7107,N446YV,62,77,45,-20,-5,CPR,DEN,230,8,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1635,1643,1748,1800,YV,7118,N456YV,73,77,46,-12,-8,CPR,DEN,230,7,20,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1912,1843,2023,2000,YV,7131,N455YV,71,77,48,23,29,CPR,DEN,230,10,13,0,,0,0,0,0,0,23,0.0,0.0,0.0,0.0,3
2008,1,1,2,1120,1123,1235,1230,YV,7196,N75991,75,67,43,5,-3,CWA,ORD,213,14,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,20.0,13.0,3
2008,1,1,2,1037,1031,1143,1133,YV,7069,N455YV,66,62,34,10,6,DEN,ASE,125,4,28,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,810,735,901,838,YV,7074,N455YV,51,63,34,23,35,DEN,ASE,125,2,15,0,,0,23,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1207,1215,1311,1317,YV,7098,N434YV,64,62,38,-6,-8,DEN,ASE,125,6,20,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1940,1855,27,2343,YV,7146,N503MJ,167,168,118,44,45,DEN,ATL,1199,22,27,0,,0,44,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1759,1800,2006,1959,YV,7066,N448YV,127,119,94,7,-1,DEN,COD,392,5,28,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1755,1758,1827,1843,YV,7063,N444YV,32,45,17,-16,-3,DEN,COS,72,4,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1020,1025,1059,1109,YV,7087,N445YV,39,44,19,-10,-5,DEN,COS,72,4,16,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,948,955,1023,1039,YV,7130,N434YV,35,44,20,-16,-7,DEN,COS,72,3,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1236,1242,1400,1408,YV,7065,N445YV,84,86,68,-8,-6,DEN,CPR,230,3,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2059,2100,2219,2222,YV,7105,N444YV,80,82,58,-3,-1,DEN,CPR,230,3,19,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,819,825,942,951,YV,7107,N446YV,83,86,68,-9,-6,DEN,CPR,230,3,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1445,1446,1615,1608,YV,7118,N456YV,90,82,71,7,-1,DEN,CPR,230,3,16,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1731,1701,1855,1823,YV,7131,N455YV,84,82,65,32,30,DEN,CPR,230,3,16,0,,0,0,0,0,0,32,0.0,0.0,0.0,0.0,3
2008,1,1,2,1111,1115,1221,1242,YV,7070,N456YV,70,87,55,-21,-4,DEN,DRO,251,3,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1548,1544,1709,1711,YV,7073,N446YV,81,87,64,-2,4,DEN,DRO,251,4,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1423,1427,1542,1554,YV,7081,N444YV,79,87,58,-12,-4,DEN,DRO,251,8,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1354,1331,1507,1458,YV,7086,N447YV,73,87,56,9,23,DEN,DRO,251,4,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1930,1935,2046,2102,YV,7091,N446YV,76,87,57,-16,-5,DEN,DRO,251,4,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1735,1735,1823,1832,YV,7061,N447YV,48,57,33,-9,0,DEN,EGE,121,3,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1501,1502,1604,1559,YV,7067,N448YV,63,57,34,5,-1,DEN,EGE,121,3,26,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,847,849,938,948,YV,7084,N448YV,51,59,35,-10,-2,DEN,EGE,121,2,14,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1213,1215,1305,1314,YV,7124,N446YV,52,59,33,-9,-2,DEN,EGE,121,4,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1138,1146,1242,1304,YV,7062,N454YV,64,78,48,-22,-8,DEN,GJT,212,3,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2056,2055,2210,2209,YV,7077,N455YV,74,74,50,1,1,DEN,GJT,212,5,19,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1931,1935,2045,2049,YV,7079,N445YV,74,74,52,-4,-4,DEN,GJT,212,5,17,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1448,1458,1622,1616,YV,7103,N454YV,94,78,54,6,-10,DEN,GJT,212,3,37,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1555,1605,1703,1719,YV,7104,N445YV,68,74,46,-16,-10,DEN,GJT,212,3,19,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1815,1825,1929,1928,YV,7082,N434YV,74,63,40,1,-10,DEN,HDN,142,5,29,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,819,825,923,928,YV,7101,N456YV,64,63,40,-5,-6,DEN,HDN,142,3,21,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1037,840,1308,1114,YV,7325,N506MJ,91,94,72,114,117,DEN,MCI,533,3,16,0,,0,0,0,0,0,114,0.0,0.0,0.0,0.0,3
2008,1,1,2,1015,1015,1129,1137,YV,7076,N447YV,74,82,58,-8,0,DEN,MTJ,197,5,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,824,825,929,947,YV,7089,N454YV,65,82,44,-18,-1,DEN,MTJ,197,3,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1146,1152,1301,1308,YV,7092,N448YV,75,76,48,-7,-6,DEN,MTJ,197,3,24,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1451,1501,1632,1616,YV,7096,N434YV,101,75,57,16,-10,DEN,MTJ,197,4,40,0,,0,0,0,16,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,2038,2045,2149,2200,YV,7100,N456YV,71,75,52,-11,-7,DEN,MTJ,197,3,16,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,525,535,725,728,YV,2774,N918FJ,120,113,87,-3,-10,DEN,PHX,602,9,24,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1845,1855,2033,2029,YV,7072,N454YV,108,94,80,4,-10,DEN,RAP,301,4,24,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,955,1005,1140,1135,YV,7094,N444YV,105,90,84,5,-10,DEN,RAP,301,3,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1342,1317,1526,1447,YV,7097,N455YV,104,90,80,39,25,DEN,RAP,301,3,21,0,,0,0,0,0,0,39,0.0,0.0,0.0,0.0,3
2008,1,1,2,1324,1300,1657,1605,YV,7302,N515MJ,153,125,99,52,24,DEN,SAT,794,4,50,0,,0,0,0,0,0,52,0.0,0.0,0.0,0.0,3
2008,1,1,2,1256,1302,1411,1426,YV,7070,N456YV,75,84,60,-15,-6,DRO,DEN,251,7,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1730,1746,1910,1910,YV,7073,N446YV,100,84,78,0,-16,DRO,DEN,251,11,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1603,1614,1723,1738,YV,7081,N444YV,80,84,63,-15,-11,DRO,DEN,251,7,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1521,1521,1644,1645,YV,7086,N447YV,83,84,54,-1,0,DRO,DEN,251,7,22,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1213,1215,1330,1335,YV,2721,N17275,77,80,60,-5,-2,DRO,PHX,351,8,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1815,1825,2000,2015,YV,2897,N449YV,105,110,85,-15,-10,DRO,PHX,351,10,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,820,820,1022,1012,YV,2899,N989HA,122,112,83,10,0,DRO,PHX,351,19,20,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1202,1134,1255,1224,YV,7197,N515MJ,113,110,93,31,28,DSM,DEN,589,9,11,0,,0,0,0,0,0,31,3.0,0.0,0.0,0.0,3
2008,1,1,2,NA,714,NA,830,YV,7244,N651ML,NA,76,NA,NA,NA,DSM,ORD,299,NA,NA,1,A,0,NA,NA,NA,NA,NA,3.0,0.0,20.0,13.0,3
2008,1,1,2,553,600,725,715,YV,7249,N77302,92,75,51,10,-7,DSM,ORD,299,7,34,0,,0,NA,NA,NA,NA,NA,3.0,0.0,20.0,13.0,3
2008,1,1,2,807,810,1023,1020,YV,2748,N17337,196,190,164,3,-3,DSM,PHX,1149,5,27,0,,0,NA,NA,NA,NA,NA,3.0,0.0,0.0,0.0,3
2008,1,1,2,1450,1450,1658,1657,YV,2944,N911FJ,188,187,157,1,0,DSM,PHX,1149,8,23,0,,0,NA,NA,NA,NA,NA,3.0,0.0,0.0,0.0,3
2008,1,1,2,715,655,935,847,YV,2631,N906FJ,140,112,83,48,20,DTW,CLT,500,8,49,0,,0,48,0,0,0,0,137.0,84.0,0.0,0.0,3
2008,1,1,2,1910,1855,2108,2043,YV,2633,N910FJ,118,108,79,25,15,DTW,CLT,500,11,28,0,,0,25,0,0,0,0,137.0,84.0,0.0,0.0,3
2008,1,1,2,555,605,803,731,YV,7288,N571ML,128,86,60,32,-10,DTW,IAD,383,10,58,0,,0,0,0,32,0,0,137.0,84.0,0.0,0.0,3
2008,1,1,2,1435,1430,1614,1606,YV,7292,N571ML,99,96,67,8,5,DTW,IAD,383,8,24,0,,0,NA,NA,NA,NA,NA,137.0,84.0,0.0,0.0,3
2008,1,1,2,1911,1915,2055,2043,YV,7348,N75994,104,88,64,12,-4,DTW,IAD,383,8,32,0,,0,NA,NA,NA,NA,NA,137.0,84.0,0.0,0.0,3
2008,1,1,2,1619,1620,1724,1722,YV,7067,N448YV,65,62,38,2,-1,EGE,DEN,121,7,20,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,621,600,731,709,YV,7078,N446YV,70,69,38,22,21,EGE,DEN,121,7,25,0,,0,0,22,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1013,1023,1118,1132,YV,7084,N448YV,65,69,41,-14,-10,EGE,DEN,121,7,17,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1324,1335,1427,1444,YV,7124,N446YV,63,69,39,-17,-11,EGE,DEN,121,9,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2128,2132,2210,2220,YV,2879,N920FJ,102,108,81,-10,-4,ELP,LAS,584,9,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1525,1530,1655,1649,YV,2762,N919FJ,90,79,60,6,-5,ELP,PHX,347,9,21,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,900,900,1029,1021,YV,2769,N925FJ,89,81,63,8,0,ELP,PHX,347,8,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,600,600,718,720,YV,2819,N919FJ,78,80,51,-2,0,ELP,PHX,347,9,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
